 ,Label,Area,Mean,Min,Max,Circ.,Median,AR,Round,Solidity
1,mNG3A_1_FITC.tif,193.2277,506.7281,59.0000,866.0000,0.9316,566.0000,1.1329,0.8827,0.9157
2,mNG3A_1_FITC.tif,315.2662,1152.4032,77.0000,2042.0000,0.8583,1353.0000,1.5044,0.6647,0.9095
3,mNG3A_1_FITC.tif,198.3126,445.8291,48.0000,848.0000,0.9731,469.0000,1.2563,0.7960,0.9249
4,mNG3A_1_FITC.tif,166.1080,147.7755,86.0000,209.0000,0.9796,149.0000,1.1337,0.8820,0.9159
5,mNG3A_1_FITC.tif,325.4361,535.1719,60.0000,1092.0000,0.9324,563.0000,1.2499,0.8001,0.9435
6,mNG3A_1_FITC.tif,267.8068,529.5823,60.0000,1403.0000,0.8516,361.0000,1.5925,0.6280,0.9107
7,mNG3A_1_FITC.tif,262.7218,426.2323,29.0000,1029.0000,0.9571,289.0000,1.1647,0.8586,0.9226
8,mNG3A_1_FITC.tif,206.7875,489.3443,56.0000,1051.0000,0.8437,470.0000,1.5916,0.6283,0.8938
9,mNG3A_1_FITC.tif,376.2855,1842.1216,73.0000,4145.0000,0.8915,1828.0000,1.1557,0.8652,0.9193
10,mNG3A_1_FITC.tif,247.4670,914.3562,100.0000,1833.0000,0.7983,941.0000,1.2320,0.8117,0.8665
11,mNG3A_1_FITC.tif,215.2624,248.4409,53.0000,432.0000,0.8824,263.0000,1.5144,0.6603,0.8975
12,mNG3A_1_FITC.tif,113.5636,319.7463,162.0000,473.0000,0.8778,318.0000,1.5241,0.6561,0.8993
13,mNG3A_1_FITC.tif,405.1001,1675.8954,59.0000,4631.0000,0.8946,1438.0000,1.4486,0.6903,0.9318
14,mNG3A_1_FITC.tif,232.2122,651.4015,74.0000,1474.0000,0.9629,532.0000,1.0400,0.9616,0.9257
15,mNG3A_1_FITC.tif,213.5674,917.0794,116.0000,1558.0000,0.8519,923.0000,1.6462,0.6075,0.9130
16,mNG3A_1_FITC.tif,191.5327,243.5044,109.0000,340.0000,0.9350,245.0000,1.2430,0.8045,0.9536
17,mNG3A_1_FITC.tif,255.9419,661.5298,35.0000,1467.0000,0.9676,552.0000,1.1525,0.8676,0.9292
18,mNG3A_1_FITC.tif,281.3666,328.7169,41.0000,663.0000,0.8948,300.0000,1.5572,0.6422,0.9405
19,mNG3A_1_FITC.tif,145.7682,255.6977,118.0000,339.0000,0.9942,272.0000,1.2207,0.8192,0.9503
20,mNG3A_1_FITC.tif,386.4553,1561.2325,86.0000,3235.0000,0.8967,1673.0000,1.3944,0.7171,0.9212
21,mNG3A_1_FITC.tif,318.6562,668.3085,44.0000,1647.0000,0.9043,552.0000,1.2296,0.8133,0.9171
22,mNG3A_1_FITC.tif,342.3859,699.6634,40.0000,1564.0000,0.8013,526.0000,1.4678,0.6813,0.9099
23,mNG3A_1_FITC.tif,249.1620,276.6803,64.0000,529.0000,0.9420,288.0000,1.1099,0.9009,0.9245
24,mNG3A_1_FITC.tif,340.6909,603.1294,56.0000,1354.0000,0.9240,484.0000,1.0057,0.9943,0.9371
25,mNG3A_1_FITC.tif,391.5403,1100.9134,78.0000,2647.0000,0.8307,1052.0000,1.3282,0.7529,0.9112
26,mNG3A_1_FITC.tif,206.7875,335.8934,32.0000,685.0000,0.8029,356.0000,1.5823,0.6320,0.8652
27,mNG3A_1_FITC.tif,89.8339,182.5094,50.0000,252.0000,1.0000,184.0000,1.0901,0.9174,0.9381
28,mNG3A_1_FITC.tif,213.5674,881.9921,96.0000,1731.0000,0.8714,989.0000,1.4471,0.6910,0.9097
29,mNG3A_1_FITC.tif,544.0884,425.9034,76.0000,1049.0000,0.8445,391.0000,1.1139,0.8977,0.9345
30,mNG3A_1_FITC.tif,166.1080,1466.5510,131.0000,4297.0000,0.9302,950.0000,1.0503,0.9521,0.9245
31,mNG3A_1_FITC.tif,342.3859,926.9802,101.0000,2029.0000,0.9409,901.0000,1.2082,0.8277,0.9309
32,mNG3A_1_FITC.tif,286.4515,910.1006,70.0000,2289.0000,0.8805,835.0000,1.2128,0.8246,0.9086
33,mNG3A_1_FITC.tif,181.3628,1048.9159,110.0000,1975.0000,0.9291,1140.0000,1.1250,0.8889,0.9030
34,mNG3A_1_FITC.tif,225.4323,730.2331,94.0000,1472.0000,0.9094,784.0000,1.1738,0.8519,0.9141
35,mNG3A_1_FITC.tif,247.4670,274.3014,47.0000,480.0000,0.9716,291.0000,1.1146,0.8972,0.9329
36,mNG3A_1_FITC.tif,244.0771,839.5208,105.0000,1929.0000,0.8118,874.0000,1.7921,0.5580,0.9172
37,mNG3A_1_FITC.tif,238.9921,275.8936,63.0000,534.0000,0.9641,291.0000,1.0931,0.9149,0.9276
38,mNG3A_1_FITC.tif,140.6833,314.5663,135.0000,465.0000,0.9945,329.0000,1.1916,0.8392,0.9432
39,mNG3A_1_FITC.tif,177.9729,1312.5333,69.0000,3337.0000,0.9118,1244.0000,1.3309,0.7514,0.9091
