 ,Label,Area,Mean,Min,Max,Circ.,Median,AR,Round,Solidity
1,5XmNG3A_1_FITC.tif,425.4399,3576.9482,258.0000,8687.0000,0.7739,2952.0000,1.7991,0.5558,0.8807
2,5XmNG3A_1_FITC.tif,220.3473,699.3769,27.0000,1649.0000,0.9897,626.0000,1.1650,0.8583,0.9455
3,5XmNG3A_1_FITC.tif,310.1813,1528.8087,77.0000,3361.0000,0.9629,1550.0000,1.0145,0.9857,0.9385
4,5XmNG3A_1_FITC.tif,186.4478,437.1455,114.0000,766.0000,0.9552,448.0000,1.0598,0.9436,0.9205
5,5XmNG3A_1_FITC.tif,145.7682,517.5233,145.0000,1013.0000,0.9326,456.0000,1.1812,0.8466,0.8912
6,5XmNG3A_1_FITC.tif,254.2469,662.8467,17.0000,1518.0000,0.9123,485.0000,1.3591,0.7358,0.9288
7,5XmNG3A_1_FITC.tif,344.0809,3664.0197,122.0000,12375.0000,0.8961,2399.0000,1.3597,0.7354,0.9206
8,5XmNG3A_1_FITC.tif,171.1929,856.0198,169.0000,1584.0000,0.9047,900.0000,1.4779,0.6767,0.8978
9,5XmNG3A_1_FITC.tif,235.6022,4088.1079,280.0000,10825.0000,0.8454,3054.0000,1.2391,0.8070,0.8968
10,5XmNG3A_1_FITC.tif,311.8762,2588.9457,78.0000,6789.0000,0.9681,1830.0000,1.1254,0.8886,0.9509
11,5XmNG3A_1_FITC.tif,186.4478,1557.0000,85.0000,3590.0000,0.9853,1400.0000,1.0901,0.9174,0.9244
12,5XmNG3A_1_FITC.tif,306.7913,15724.8122,323.0000,54196.0000,0.9299,7523.0000,1.3996,0.7145,0.9476
13,5XmNG3A_1_FITC.tif,205.0925,862.3967,56.0000,1462.0000,0.9767,921.0000,1.2220,0.8183,0.9308
14,5XmNG3A_1_FITC.tif,130.5134,1405.0909,294.0000,2590.0000,0.9425,1277.0000,1.0692,0.9353,0.8953
15,5XmNG3A_1_FITC.tif,244.0771,823.5694,162.0000,1739.0000,0.8447,797.0000,1.6153,0.6191,0.9143
16,5XmNG3A_1_FITC.tif,274.5867,1121.5185,65.0000,2748.0000,0.9404,953.0000,1.1997,0.8335,0.9231
17,5XmNG3A_1_FITC.tif,194.9227,3599.6522,118.0000,10515.0000,0.8508,2082.0000,1.2046,0.8301,0.8880
18,5XmNG3A_1_FITC.tif,218.6524,2988.8605,297.0000,6129.0000,0.8584,3156.0000,1.4187,0.7049,0.9053
19,5XmNG3A_1_FITC.tif,330.5210,4473.8256,122.0000,12200.0000,0.9469,3961.0000,1.2078,0.8280,0.9443
20,5XmNG3A_1_FITC.tif,291.5365,787.3314,85.0000,1940.0000,0.9271,776.0000,1.2317,0.8119,0.9247
21,5XmNG3A_1_FITC.tif,283.0616,722.1257,190.0000,1177.0000,0.8220,732.0000,1.6393,0.6100,0.8883
22,5XmNG3A_1_FITC.tif,128.8184,3923.2632,486.0000,10358.0000,0.9445,3013.0000,1.0838,0.9227,0.9102
23,5XmNG3A_1_FITC.tif,142.3783,649.6548,73.0000,1792.0000,0.9240,483.0000,1.3103,0.7632,0.9180
24,5XmNG3A_1_FITC.tif,291.5365,2406.1744,106.0000,6096.0000,0.9738,2066.0000,1.1749,0.8511,0.9373
25,5XmNG3A_1_FITC.tif,630.5324,586.6452,71.0000,1562.0000,0.6574,441.0000,1.5857,0.6306,0.8331
26,5XmNG3A_1_FITC.tif,200.0076,3587.6102,142.0000,9624.0000,0.8834,2522.0000,1.2721,0.7861,0.9219
27,5XmNG3A_1_FITC.tif,271.1967,1079.5187,59.0000,2481.0000,0.9386,994.0000,1.1593,0.8626,0.9275
28,5XmNG3A_1_FITC.tif,352.5558,7856.3269,488.0000,17603.0000,0.8983,7687.0000,1.0495,0.9528,0.9183
29,5XmNG3A_1_FITC.tif,152.5482,623.8556,279.0000,930.0000,0.9760,638.0000,1.1320,0.8834,0.9091
30,5XmNG3A_1_FITC.tif,293.2315,2154.5838,84.0000,5968.0000,0.9653,1685.0000,1.1006,0.9086,0.9402
31,5XmNG3A_1_FITC.tif,159.3281,568.8404,46.0000,1541.0000,0.9851,435.0000,1.2464,0.8023,0.9261
32,5XmNG3A_1_FITC.tif,198.3126,1425.7179,212.0000,2891.0000,0.9060,1340.0000,1.1500,0.8696,0.8966
33,5XmNG3A_1_FITC.tif,176.2779,763.2692,86.0000,1402.0000,0.9614,781.0000,1.1352,0.8809,0.9043
34,5XmNG3A_1_FITC.tif,96.6138,1908.8947,576.0000,2755.0000,0.9847,2030.0000,1.0976,0.9111,0.9268
35,5XmNG3A_1_FITC.tif,227.1273,13196.9478,542.0000,41982.0000,0.9311,9741.0000,1.2803,0.7811,0.9178
36,5XmNG3A_1_FITC.tif,89.8339,416.0189,259.0000,520.0000,0.9567,428.0000,1.1365,0.8799,0.8983
37,5XmNG3A_1_FITC.tif,186.4478,782.9818,119.0000,1332.0000,0.9552,869.0000,1.2167,0.8219,0.9167
38,5XmNG3A_1_FITC.tif,433.9148,10345.0000,1062.0000,20893.0000,0.9314,10949.0000,1.2141,0.8237,0.9360
39,5XmNG3A_1_FITC.tif,138.9883,769.0244,111.0000,1811.0000,0.8892,661.0000,1.1396,0.8775,0.8770
40,5XmNG3A_1_FITC.tif,123.7335,1844.4521,384.0000,2991.0000,0.9936,2009.0000,1.1501,0.8695,0.9299
41,5XmNG3A_1_FITC.tif,122.0385,982.6250,303.0000,1464.0000,0.9800,1050.0000,1.1844,0.8443,0.9172
42,5XmNG3A_1_FITC.tif,189.8377,357.4821,62.0000,774.0000,0.9851,348.0000,1.2180,0.8210,0.9492
43,5XmNG3A_1_FITC.tif,179.6678,1328.3962,179.0000,2778.0000,0.8927,1398.0000,1.0871,0.9199,0.9060
44,5XmNG3A_1_FITC.tif,105.0887,645.1290,479.0000,788.0000,0.9670,654.0000,1.1742,0.8516,0.9051
45,5XmNG3A_1_FITC.tif,345.7758,689.2598,211.0000,1137.0000,0.8890,710.0000,1.2898,0.7753,0.9210
46,5XmNG3A_1_FITC.tif,266.1118,990.4013,62.0000,2179.0000,0.9447,869.0000,1.0805,0.9255,0.9235
47,5XmNG3A_1_FITC.tif,191.5327,1184.7080,113.0000,2642.0000,0.9638,1117.0000,1.1827,0.8455,0.9496
48,5XmNG3A_1_FITC.tif,223.7373,767.3864,69.0000,1900.0000,0.9026,647.0000,1.1208,0.8922,0.9041
49,5XmNG3A_1_FITC.tif,137.2933,626.0247,183.0000,1156.0000,0.9562,597.0000,1.1880,0.8417,0.9101
50,5XmNG3A_1_FITC.tif,177.9729,1276.1619,96.0000,3066.0000,0.8955,989.0000,1.0689,0.9355,0.9013
51,5XmNG3A_1_FITC.tif,425.4399,665.6534,101.0000,1853.0000,0.7385,489.0000,1.6060,0.6226,0.8869
52,5XmNG3A_1_FITC.tif,274.5867,2602.0247,102.0000,7724.0000,0.9503,1876.0000,1.2248,0.8165,0.9364
53,5XmNG3A_1_FITC.tif,240.6871,987.3451,24.0000,2544.0000,0.8123,801.0000,1.5199,0.6579,0.8987
54,5XmNG3A_1_FITC.tif,305.0963,2179.0500,112.0000,6358.0000,0.9248,1488.0000,1.3724,0.7287,0.9351
55,5XmNG3A_1_FITC.tif,245.7720,585.5655,64.0000,1133.0000,0.9649,605.0000,1.1178,0.8946,0.9385
56,5XmNG3A_1_FITC.tif,128.8184,260.7105,93.0000,364.0000,0.9445,256.0000,1.2345,0.8101,0.9102
57,5XmNG3A_1_FITC.tif,83.0540,783.9796,348.0000,1039.0000,1.0000,836.0000,1.1213,0.8918,0.9423
58,5XmNG3A_1_FITC.tif,181.3628,243.0841,105.0000,359.0000,0.9584,251.0000,1.0711,0.9336,0.9068
59,5XmNG3A_1_FITC.tif,111.8687,503.6212,218.0000,724.0000,0.9882,525.0000,1.2253,0.8161,0.9296
60,5XmNG3A_1_FITC.tif,310.1813,2630.3497,94.0000,7486.0000,0.9402,1726.0000,1.2490,0.8007,0.9482
61,5XmNG3A_1_FITC.tif,533.9186,1737.3524,203.0000,3925.0000,0.7618,1775.0000,1.4885,0.6718,0.8886
62,5XmNG3A_1_FITC.tif,342.3859,898.0297,44.0000,1835.0000,0.9200,895.0000,1.1079,0.9026,0.9224
63,5XmNG3A_1_FITC.tif,311.8762,1278.8370,114.0000,2832.0000,0.9681,1184.0000,1.0179,0.9824,0.9509
64,5XmNG3A_1_FITC.tif,250.8570,8780.0676,554.0000,23827.0000,0.9338,6975.0000,1.2291,0.8136,0.9457
65,5XmNG3A_1_FITC.tif,183.0578,543.4537,122.0000,982.0000,0.9800,572.0000,1.0372,0.9641,0.9310
66,5XmNG3A_1_FITC.tif,81.3590,160.4167,100.0000,267.0000,0.8826,154.0000,1.7312,0.5776,0.9231
67,5XmNG3A_1_FITC.tif,279.6716,1477.8727,135.0000,3807.0000,0.9578,1206.0000,1.1140,0.8977,0.9244
68,5XmNG3A_1_FITC.tif,210.1775,7005.9355,365.0000,17327.0000,0.9554,5604.0000,1.3760,0.7268,0.9650
69,5XmNG3A_1_FITC.tif,276.2817,2327.3988,111.0000,4834.0000,0.9562,2623.0000,1.2531,0.7980,0.9368
70,5XmNG3A_1_FITC.tif,259.3319,420.8954,58.0000,799.0000,0.9804,450.0000,1.2010,0.8326,0.9387
71,5XmNG3A_1_FITC.tif,274.5867,2837.6975,108.0000,8133.0000,0.9603,1860.0000,1.1393,0.8778,0.9474
72,5XmNG3A_1_FITC.tif,183.0578,2420.5000,137.0000,4689.0000,0.9378,2640.0000,1.1633,0.8596,0.9076
73,5XmNG3A_1_FITC.tif,154.2431,209.9011,139.0000,325.0000,0.9222,210.0000,1.3080,0.7645,0.9146
74,5XmNG3A_1_FITC.tif,172.8879,655.0196,127.0000,1362.0000,0.9429,622.0000,1.1815,0.8464,0.8987
75,5XmNG3A_1_FITC.tif,398.3202,3904.0128,144.0000,8529.0000,0.9242,4462.0000,1.1768,0.8498,0.9344
76,5XmNG3A_1_FITC.tif,174.5829,272.5922,148.0000,391.0000,0.9648,283.0000,1.1680,0.8562,0.9196
77,5XmNG3A_1_FITC.tif,291.5365,1606.7151,95.0000,4084.0000,0.8466,1313.0000,1.4804,0.6755,0.9029
78,5XmNG3A_1_FITC.tif,228.8222,790.3481,94.0000,1709.0000,0.9231,749.0000,1.4296,0.6995,0.9343
79,5XmNG3A_1_FITC.tif,249.1620,2171.5850,97.0000,5669.0000,0.9782,1786.0000,1.1639,0.8592,0.9393
80,5XmNG3A_1_FITC.tif,244.0771,813.3542,111.0000,1217.0000,0.9227,878.0000,1.2050,0.8299,0.9172
81,5XmNG3A_1_FITC.tif,222.0423,4228.5267,144.0000,9389.0000,0.9579,3759.0000,1.0939,0.9142,0.9225
82,5XmNG3A_1_FITC.tif,228.8222,776.9556,101.0000,1336.0000,0.8651,860.0000,1.5838,0.6314,0.9153
83,5XmNG3A_1_FITC.tif,157.6331,928.1505,160.0000,1621.0000,0.9747,940.0000,1.1459,0.8727,0.9254
84,5XmNG3A_1_FITC.tif,177.9729,340.2667,113.0000,507.0000,0.9118,358.0000,1.3545,0.7383,0.9091
85,5XmNG3A_1_FITC.tif,111.8687,336.1364,182.0000,449.0000,1.0000,339.0000,1.1484,0.8708,0.9296
86,5XmNG3A_1_FITC.tif,91.5289,418.5000,232.0000,569.0000,1.0000,432.0000,1.1781,0.8488,0.9000
87,5XmNG3A_1_FITC.tif,208.4825,1349.7317,147.0000,2839.0000,0.8185,1245.0000,1.2685,0.7883,0.8881
88,5XmNG3A_1_FITC.tif,261.0269,3792.4286,86.0000,9556.0000,0.9717,2975.0000,1.2475,0.8016,0.9565
89,5XmNG3A_1_FITC.tif,303.4013,2389.7933,82.0000,5934.0000,0.9107,1903.0000,1.3076,0.7647,0.9347
90,5XmNG3A_1_FITC.tif,279.6716,4601.3758,336.0000,10417.0000,0.9679,4245.0000,1.0615,0.9420,0.9322
91,5XmNG3A_1_FITC.tif,357.6407,1572.5118,213.0000,2957.0000,0.8473,1615.0000,1.4869,0.6725,0.9075
92,5XmNG3A_1_FITC.tif,313.5712,1057.2486,41.0000,2481.0000,0.9412,905.0000,1.0605,0.9429,0.9296
93,5XmNG3A_1_FITC.tif,144.0733,1186.8471,208.0000,1694.0000,0.9683,1291.0000,1.2043,0.8303,0.9239
94,5XmNG3A_1_FITC.tif,388.1503,1452.0524,109.0000,3191.0000,0.7705,1525.0000,1.8144,0.5512,0.9160
95,5XmNG3A_1_FITC.tif,342.3859,1123.0099,69.0000,2987.0000,0.8614,976.0000,1.5081,0.6631,0.9245
96,5XmNG3A_1_FITC.tif,172.8879,843.5980,175.0000,1327.0000,0.9429,923.0000,1.1542,0.8664,0.8987
97,5XmNG3A_1_FITC.tif,289.8415,859.9415,64.0000,2303.0000,0.9445,718.0000,1.3066,0.7654,0.9344
98,5XmNG3A_1_FITC.tif,293.2315,1948.1272,60.0000,5493.0000,0.8321,1403.0000,1.6471,0.6071,0.9153
99,5XmNG3A_1_FITC.tif,440.6947,1488.1231,134.0000,3023.0000,0.9538,1650.0000,1.1977,0.8349,0.9489
100,5XmNG3A_1_FITC.tif,315.2662,2030.7849,74.0000,6135.0000,0.8439,1198.0000,1.6995,0.5884,0.9323
101,5XmNG3A_1_FITC.tif,366.1156,1029.5926,133.0000,2088.0000,0.7990,962.0000,1.8607,0.5374,0.9133
102,5XmNG3A_1_FITC.tif,328.8260,2432.7732,133.0000,5497.0000,0.9870,2454.0000,1.0435,0.9583,0.9487
103,5XmNG3A_1_FITC.tif,211.8724,987.4640,176.0000,2150.0000,0.8785,918.0000,1.4917,0.6704,0.9025
104,5XmNG3A_1_FITC.tif,245.7720,1002.2414,111.0000,2475.0000,0.9914,790.0000,1.1210,0.8920,0.9385
105,5XmNG3A_1_FITC.tif,249.1620,2206.8707,112.0000,5858.0000,0.9175,1899.0000,1.2415,0.8054,0.9130
106,5XmNG3A_1_FITC.tif,184.7528,896.2661,207.0000,1601.0000,0.9345,935.0000,1.2474,0.8017,0.9046
107,5XmNG3A_1_FITC.tif,166.1080,221.1224,66.0000,371.0000,0.9180,214.0000,1.2777,0.7827,0.9116
108,5XmNG3A_1_FITC.tif,257.6369,800.1382,51.0000,1717.0000,0.8078,734.0000,1.7466,0.5725,0.9184
109,5XmNG3A_1_FITC.tif,106.7837,576.9683,279.0000,796.0000,1.0000,585.0000,1.1293,0.8855,0.9474
110,5XmNG3A_1_FITC.tif,176.2779,779.8269,124.0000,1593.0000,0.9872,747.0000,1.1027,0.9069,0.9541
111,5XmNG3A_1_FITC.tif,157.6331,942.0108,222.0000,1825.0000,0.9119,837.0000,1.1127,0.8987,0.9118
112,5XmNG3A_1_FITC.tif,306.7913,1021.1271,82.0000,2311.0000,0.9524,996.0000,1.2766,0.7833,0.9476
113,5XmNG3A_1_FITC.tif,269.5018,1343.7296,78.0000,3366.0000,0.9670,1022.0000,1.0283,0.9725,0.9436
114,5XmNG3A_1_FITC.tif,205.0925,703.7190,51.0000,1568.0000,0.9370,640.0000,1.2224,0.8181,0.9064
