 ,Label,Area,Mean,Min,Max,Circ.,Median,AR,Round,Solidity
1,mNG3K_2_FITC.tif,254.2469,388.0467,43.0000,802.0000,0.9026,376.0000,1.2185,0.8207,0.9146
2,mNG3K_2_FITC.tif,171.1929,208.1485,23.0000,479.0000,1.0000,219.0000,1.0939,0.9142,0.9266
3,mNG3K_2_FITC.tif,310.1813,1548.5082,76.0000,4042.0000,0.9629,1127.0000,1.1859,0.8432,0.9409
4,mNG3K_2_FITC.tif,291.5365,645.9302,48.0000,1871.0000,0.9500,561.0000,1.1713,0.8538,0.9272
5,mNG3K_2_FITC.tif,550.8684,1985.0677,645.0000,3456.0000,0.8076,1947.0000,1.8346,0.5451,0.9420
6,mNG3K_2_FITC.tif,488.1541,547.7847,39.0000,1414.0000,0.7060,563.0000,2.1634,0.4622,0.8958
7,mNG3K_2_FITC.tif,740.7061,2172.7414,438.0000,3953.0000,0.6525,2209.0000,1.6077,0.6220,0.8356
8,mNG3K_2_FITC.tif,88.1389,148.4038,67.0000,209.0000,1.0000,151.0000,1.2838,0.7789,0.9286
9,mNG3K_2_FITC.tif,213.5674,206.8571,15.0000,428.0000,0.9213,225.0000,1.3885,0.7202,0.9197
10,mNG3K_2_FITC.tif,118.6486,337.6143,67.0000,529.0000,0.9906,361.0000,1.2136,0.8240,0.9091
11,mNG3K_2_FITC.tif,227.1273,603.3060,79.0000,1043.0000,0.9418,609.0000,1.1459,0.8727,0.9241
12,mNG3K_2_FITC.tif,110.1737,170.2462,48.0000,318.0000,0.8847,172.0000,1.7050,0.5865,0.9091
13,mNG3K_2_FITC.tif,205.0925,223.0413,20.0000,439.0000,0.7552,225.0000,1.2547,0.7970,0.8643
14,mNG3K_2_FITC.tif,161.0231,134.5474,23.0000,245.0000,0.9628,128.0000,1.3437,0.7442,0.9360
15,mNG3K_2_FITC.tif,211.8724,2164.3040,125.0000,4932.0000,0.9034,2203.0000,1.1407,0.8766,0.9091
16,mNG3K_2_FITC.tif,196.6176,196.4224,42.0000,356.0000,0.9480,221.0000,1.1007,0.9085,0.9280
17,mNG3K_2_FITC.tif,281.3666,467.3976,13.0000,1112.0000,0.8822,454.0000,1.5840,0.6313,0.9432
18,mNG3K_2_FITC.tif,305.0963,378.9222,0.0000,863.0000,0.8946,401.0000,1.5835,0.6315,0.9351
19,mNG3K_2_FITC.tif,325.4361,1447.2448,35.0000,3470.0000,0.9768,1316.0000,1.0437,0.9581,0.9412
20,mNG3K_2_FITC.tif,179.6678,126.9151,67.0000,212.0000,0.7751,125.0000,2.0522,0.4873,0.9021
21,mNG3K_2_FITC.tif,315.2662,1192.1183,42.0000,4218.0000,0.9371,766.0000,1.2302,0.8129,0.9254
